Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
Volkswagen,Golf,2023,4.3,Diesel,Automatic,165795,2,3
Mercedes,GLA,2023,4.3,Hybrid,Automatic,172434,3,2
Audi,Q5,2002,2.7,Diesel,Manual,138030,4,4
Chevrolet,Impala,2000,4.6,Diesel,Semi-Automatic,290821,2,4
Honda,CR-V,2012,4.1,Petrol,Semi-Automatic,21648,5,1
BMW,X5,2009,2.9,Diesel,Semi-Automatic,135918,2,2
BMW,3 Series,2011,2.8,Electric,Automatic,140109,3,4
BMW,5 Series,2021,3.1,Electric,Manual,51446,5,4
Toyota,Corolla,2000,3.9,Electric,Manual,272522,5,1
Chevrolet,Impala,2018,4.7,Diesel,Automatic,190657,4,5
Chevrolet,Equinox,2006,4.4,Electric,Manual,214108,5,1
Kia,Rio,2015,4.9,Electric,Automatic,446,5,1
Chevrolet,Malibu,2019,1.3,Petrol,Semi-Automatic,35624,3,5
Ford,Fiesta,2017,4.6,Electric,Automatic,250034,3,4
Mercedes,C-Class,2005,4.5,Petrol,Semi-Automatic,292008,5,2
Kia,Rio,2011,4.4,Diesel,Manual,135324,5,4
Mercedes,C-Class,2017,2.2,Electric,Semi-Automatic,285965,5,5
Chevrolet,Malibu,2005,2.2,Petrol,Manual,221125,3,2
BMW,X5,2001,3.2,Electric,Semi-Automatic,189265,2,4
Toyota,Camry,2021,2.5,Petrol,Manual,296835,2,4
Ford,Fiesta,2022,4.9,Electric,Semi-Automatic,233852,5,1
Ford,Fiesta,2019,3.5,Electric,Semi-Automatic,126381,2,4
Toyota,Corolla,2007,1.1,Petrol,Manual,165212,3,5
Honda,Accord,2019,3.5,Diesel,Manual,7642,3,2
Honda,Accord,2007,1.8,Hybrid,Automatic,262030,3,5
Audi,Q5,2013,3.6,Electric,Automatic,195050,5,5
Ford,Explorer,2015,1.4,Hybrid,Semi-Automatic,23534,2,1
Audi,A4,2000,3.4,Hybrid,Automatic,100297,5,5
Mercedes,GLA,2002,2.1,Electric,Manual,248997,5,2
Hyundai,Sonata,2004,1.5,Hybrid,Semi-Automatic,283114,5,1
Toyota,Camry,2009,1.3,Petrol,Semi-Automatic,28894,3,5
Honda,Accord,2000,2.9,Hybrid,Semi-Automatic,238272,5,1
Honda,CR-V,2014,4.0,Petrol,Manual,287926,5,2
BMW,5 Series,2021,2.0,Diesel,Manual,238590,4,5
Ford,Fiesta,2010,1.2,Electric,Automatic,268057,3,4
Honda,Civic,2007,3.2,Petrol,Automatic,132511,4,4
Chevrolet,Equinox,2006,1.5,Petrol,Semi-Automatic,263388,4,3
Hyundai,Sonata,2020,4.7,Electric,Manual,41018,4,5
Toyota,RAV4,2023,2.8,Petrol,Manual,221555,5,3
Ford,Fiesta,2020,3.1,Electric,Semi-Automatic,294065,5,4
Audi,A3,2021,4.4,Diesel,Semi-Automatic,91956,2,2
Ford,Focus,2002,1.8,Petrol,Automatic,182859,5,1
Kia,Optima,2013,4.3,Hybrid,Automatic,224283,3,3
Ford,Fiesta,2019,3.6,Diesel,Manual,260280,3,5
Volkswagen,Tiguan,2004,3.9,Hybrid,Automatic,172561,2,2
Honda,Civic,2009,1.5,Electric,Manual,87042,2,1
Chevrolet,Equinox,2006,4.5,Electric,Automatic,220900,4,4
Hyundai,Tucson,2002,4.1,Petrol,Semi-Automatic,253999,5,2
Ford,Fiesta,2016,3.4,Diesel,Manual,21265,3,2
Audi,A4,2004,4.0,Diesel,Automatic,188836,2,1
Kia,Sportage,2021,3.7,Electric,Automatic,173864,5,5
Hyundai,Tucson,2005,2.5,Electric,Automatic,14321,4,5
BMW,3 Series,2005,1.2,Electric,Automatic,166820,2,3
Honda,CR-V,2020,2.9,Electric,Manual,299471,4,5
Audi,Q5,2004,2.1,Hybrid,Manual,122932,2,1
Hyundai,Elantra,2010,1.9,Hybrid,Semi-Automatic,266157,3,1
Hyundai,Sonata,2010,3.4,Hybrid,Manual,38370,5,3
Ford,Focus,2001,3.0,Petrol,Automatic,190816,3,5
Toyota,Camry,2007,4.2,Petrol,Semi-Automatic,134335,2,5
Honda,Civic,2011,1.1,Hybrid,Automatic,126234,2,4
Volkswagen,Passat,2004,2.5,Diesel,Semi-Automatic,45162,3,5
Ford,Fiesta,2010,1.6,Diesel,Automatic,223850,2,3
Mercedes,GLA,2018,4.2,Diesel,Automatic,125760,4,1
Honda,CR-V,2012,2.3,Diesel,Manual,138932,2,5
Toyota,Corolla,2016,3.9,Petrol,Manual,237347,4,5
Chevrolet,Equinox,2021,4.1,Hybrid,Automatic,192897,5,3
Honda,CR-V,2019,2.5,Electric,Automatic,262723,4,5
Toyota,Camry,2007,3.0,Hybrid,Manual,126631,3,5
Volkswagen,Tiguan,2004,4.8,Petrol,Manual,28722,3,3
Volkswagen,Golf,2021,3.1,Petrol,Semi-Automatic,246099,3,4
Hyundai,Elantra,2004,1.5,Hybrid,Manual,291005,4,1
Audi,A4,2000,2.3,Electric,Semi-Automatic,176912,4,2
Toyota,Corolla,2010,3.9,Diesel,Semi-Automatic,149067,2,2
Volkswagen,Tiguan,2009,4.1,Petrol,Automatic,267861,3,5
Kia,Sportage,2000,4.5,Hybrid,Automatic,91157,4,3
Ford,Explorer,2003,3.5,Diesel,Semi-Automatic,231236,3,5
Audi,A3,2015,3.8,Hybrid,Automatic,206636,2,2
Ford,Focus,2003,4.5,Hybrid,Automatic,48388,3,2
Chevrolet,Equinox,2003,1.9,Electric,Manual,135168,3,2
Audi,A4,2016,4.6,Electric,Automatic,19046,3,1
Mercedes,E-Class,2005,3.2,Electric,Semi-Automatic,253434,4,3
Ford,Fiesta,2018,5.0,Electric,Semi-Automatic,226702,2,4
Mercedes,E-Class,2022,3.9,Petrol,Semi-Automatic,144875,3,2
Honda,Civic,2010,1.3,Hybrid,Manual,182948,4,4
Hyundai,Elantra,2007,2.3,Hybrid,Manual,185938,2,2
Toyota,RAV4,2022,1.8,Petrol,Semi-Automatic,35772,3,2
Ford,Focus,2001,3.8,Hybrid,Automatic,226739,4,4
Mercedes,C-Class,2008,3.4,Hybrid,Semi-Automatic,278091,3,2
Chevrolet,Impala,2022,2.4,Diesel,Manual,289855,4,1
Honda,CR-V,2008,3.7,Petrol,Manual,22341,4,5
Chevrolet,Equinox,2003,1.2,Hybrid,Semi-Automatic,237661,4,2
Kia,Optima,2006,4.6,Petrol,Semi-Automatic,289058,4,2
BMW,X5,2013,4.1,Hybrid,Automatic,195173,3,2
Mercedes,GLA,2015,4.4,Hybrid,Automatic,12304,3,3
BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,269110,5,5
BMW,X5,2016,4.2,Diesel,Automatic,35975,2,5
Hyundai,Sonata,2009,4.4,Hybrid,Semi-Automatic,282931,5,3
Hyundai,Tucson,2005,4.7,Hybrid,Manual,43765,5,1
Honda,Civic,2003,4.2,Petrol,Semi-Automatic,287097,3,4
Toyota,Corolla,2019,2.7,Diesel,Automatic,259113,4,5
Volkswagen,Passat,2002,4.3,Petrol,Semi-Automatic,160517,4,4
Mercedes,C-Class,2000,3.4,Electric,Semi-Automatic,109243,2,1
Toyota,Corolla,2011,3.8,Hybrid,Manual,122932,3,1
Mercedes,GLA,2001,1.0,Electric,Manual,249485,4,4
Mercedes,C-Class,2002,4.8,Electric,Automatic,232734,2,1
Ford,Fiesta,2008,4.6,Hybrid,Manual,57674,5,4
Chevrolet,Malibu,2009,4.1,Petrol,Semi-Automatic,88293,5,2
Kia,Optima,2000,3.9,Petrol,Semi-Automatic,179632,2,1
BMW,3 Series,2007,2.2,Petrol,Automatic,78043,3,5
Hyundai,Sonata,2011,2.5,Petrol,Manual,61333,2,1
Volkswagen,Passat,2011,2.1,Electric,Semi-Automatic,89522,4,4
Hyundai,Sonata,2003,2.3,Diesel,Manual,81667,5,2
Hyundai,Elantra,2010,1.7,Electric,Manual,53796,3,2
Hyundai,Tucson,2020,2.0,Petrol,Semi-Automatic,93264,3,3
Kia,Sportage,2005,3.0,Electric,Automatic,52129,4,4
Chevrolet,Impala,2015,1.1,Hybrid,Automatic,46064,5,4
Ford,Fiesta,2023,2.3,Electric,Automatic,174055,3,3
BMW,X5,2000,1.7,Electric,Manual,175585,2,3
Honda,Accord,2015,1.1,Electric,Automatic,147726,4,3
Ford,Fiesta,2021,2.8,Hybrid,Automatic,82491,2,1
Hyundai,Tucson,2020,3.4,Electric,Manual,196637,2,2
Hyundai,Elantra,2022,2.4,Petrol,Automatic,98507,2,4
Hyundai,Elantra,2020,4.9,Diesel,Manual,147964,5,5
Hyundai,Tucson,2005,1.6,Petrol,Automatic,194743,4,3
Hyundai,Sonata,2012,1.4,Electric,Manual,1427,4,1
Kia,Sportage,2009,4.0,Diesel,Manual,135765,5,4
Ford,Explorer,2021,1.8,Electric,Automatic,261022,3,1
Mercedes,GLA,2015,3.8,Hybrid,Automatic,71836,3,1
Toyota,RAV4,2012,1.1,Petrol,Semi-Automatic,159339,2,4
Chevrolet,Impala,2002,4.7,Hybrid,Automatic,36862,4,4
Mercedes,E-Class,2010,2.4,Diesel,Automatic,174219,5,5
Kia,Optima,2007,4.2,Petrol,Semi-Automatic,271987,2,5
Audi,A4,2015,3.3,Electric,Automatic,237333,2,3
Audi,A3,2008,2.6,Diesel,Semi-Automatic,31085,5,1
Audi,A4,2022,2.8,Petrol,Semi-Automatic,173298,5,5
Audi,Q5,2005,4.4,Petrol,Automatic,281565,5,2
BMW,3 Series,2016,4.8,Hybrid,Automatic,93677,3,3
BMW,X5,2015,3.2,Petrol,Semi-Automatic,115023,3,4
Ford,Explorer,2004,4.4,Electric,Semi-Automatic,71374,4,4
Toyota,Camry,2012,3.8,Electric,Semi-Automatic,9334,2,3
BMW,3 Series,2001,4.2,Electric,Automatic,271492,5,3
Mercedes,GLA,2022,4.2,Diesel,Manual,145910,5,5
Kia,Sportage,2020,3.4,Diesel,Manual,17052,3,5
Mercedes,GLA,2000,4.4,Petrol,Semi-Automatic,128955,3,3
Chevrolet,Equinox,2015,2.3,Electric,Manual,186446,2,1
Toyota,Camry,2011,2.4,Petrol,Semi-Automatic,110704,5,4
Volkswagen,Passat,2001,4.2,Hybrid,Manual,66109,5,5
Hyundai,Elantra,2014,1.5,Electric,Manual,78652,4,5
Volkswagen,Passat,2005,1.1,Petrol,Automatic,13832,3,3
Hyundai,Elantra,2014,3.4,Electric,Semi-Automatic,169389,2,2
Audi,Q5,2021,4.8,Petrol,Manual,93967,3,3
Honda,Accord,2020,1.0,Electric,Manual,76833,4,3
Audi,Q5,2023,2.1,Hybrid,Semi-Automatic,207880,2,3
Mercedes,C-Class,2019,2.7,Diesel,Semi-Automatic,80916,5,3
Chevrolet,Equinox,2001,1.7,Electric,Automatic,103088,4,4
Mercedes,C-Class,2001,2.6,Petrol,Manual,108970,4,1
Mercedes,C-Class,2021,1.5,Electric,Automatic,270383,5,2
Chevrolet,Impala,2021,3.4,Electric,Automatic,11372,3,1
Honda,CR-V,2007,2.2,Petrol,Semi-Automatic,140815,4,2
Honda,Civic,2003,4.1,Hybrid,Automatic,36867,3,5
Audi,A4,2014,2.6,Petrol,Semi-Automatic,110810,3,1
Toyota,Corolla,2012,2.8,Electric,Automatic,141669,4,2
Ford,Fiesta,2008,2.6,Electric,Automatic,44794,2,5
Honda,CR-V,2000,3.0,Hybrid,Automatic,125096,3,4
Toyota,Camry,2001,3.2,Hybrid,Manual,34506,3,5
Honda,Civic,2018,1.6,Diesel,Automatic,40795,5,5
BMW,X5,2001,4.6,Diesel,Manual,287045,4,4
Mercedes,E-Class,2008,2.4,Diesel,Automatic,10501,5,5
Toyota,Corolla,2007,3.4,Hybrid,Manual,38951,2,4
Honda,Accord,2002,4.0,Petrol,Manual,86374,3,1
Toyota,Camry,2020,1.8,Petrol,Semi-Automatic,77368,4,1
Audi,A4,2009,2.4,Electric,Automatic,297379,3,3
Audi,A4,2001,2.0,Petrol,Manual,86771,2,3
Hyundai,Sonata,2004,2.5,Hybrid,Manual,82100,5,5
BMW,5 Series,2016,3.0,Hybrid,Automatic,95043,5,3
Volkswagen,Passat,2022,4.4,Petrol,Automatic,278682,2,3
Mercedes,C-Class,2012,4.3,Diesel,Automatic,51674,5,2
Toyota,RAV4,2001,2.4,Diesel,Semi-Automatic,213779,5,1
Hyundai,Sonata,2015,4.0,Hybrid,Automatic,276921,5,2
Toyota,RAV4,2023,1.8,Diesel,Manual,209016,4,1
BMW,X5,2003,4.6,Petrol,Manual,82919,4,5
Toyota,RAV4,2020,3.0,Hybrid,Automatic,90797,4,2
Audi,Q5,2011,2.2,Electric,Manual,161964,5,3
Volkswagen,Golf,2005,2.6,Hybrid,Semi-Automatic,262975,2,4
Audi,A3,2023,1.6,Hybrid,Semi-Automatic,43727,3,4
Hyundai,Tucson,2003,3.1,Diesel,Semi-Automatic,173418,2,3
Honda,CR-V,2003,2.9,Petrol,Automatic,63886,3,1
Ford,Explorer,2014,2.1,Electric,Semi-Automatic,47923,3,5
Honda,Civic,2011,2.5,Hybrid,Semi-Automatic,246900,5,2
Audi,Q5,2016,2.4,Diesel,Automatic,112267,4,4
Audi,Q5,2003,3.4,Electric,Automatic,78808,3,4
Chevrolet,Malibu,2001,4.4,Hybrid,Semi-Automatic,115090,4,3
Mercedes,E-Class,2023,2.4,Electric,Manual,278847,2,2
Mercedes,GLA,2000,4.9,Electric,Manual,265649,4,4
Toyota,Camry,2019,4.7,Hybrid,Automatic,253785,5,4
Volkswagen,Tiguan,2019,2.5,Petrol,Manual,230727,3,1
BMW,X5,2014,2.1,Electric,Automatic,142689,3,5
Chevrolet,Impala,2011,4.4,Diesel,Semi-Automatic,253910,4,5
Honda,Accord,2006,1.1,Hybrid,Automatic,14039,2,2
Ford,Explorer,2015,2.6,Electric,Automatic,190696,4,2
Ford,Explorer,2019,1.4,Hybrid,Automatic,236949,2,5
Mercedes,GLA,2006,3.8,Diesel,Semi-Automatic,133838,5,5
Honda,CR-V,2011,4.5,Diesel,Semi-Automatic,52119,3,5
BMW,X5,2008,2.5,Electric,Semi-Automatic,261973,4,2
Volkswagen,Passat,2023,3.8,Diesel,Manual,33833,3,3
BMW,3 Series,2012,4.0,Diesel,Automatic,161431,5,4
BMW,3 Series,2002,4.3,Petrol,Semi-Automatic,40940,3,3
Ford,Explorer,2010,1.6,Petrol,Manual,36425,3,4
Mercedes,E-Class,2005,3.9,Hybrid,Semi-Automatic,83042,4,2
Volkswagen,Golf,2009,3.4,Hybrid,Automatic,261403,4,1
Honda,CR-V,2004,3.9,Electric,Automatic,96421,4,5
Chevrolet,Malibu,2021,2.4,Diesel,Manual,39909,3,1
Kia,Optima,2015,2.7,Petrol,Automatic,235899,4,1
Ford,Explorer,2019,2.3,Diesel,Semi-Automatic,181347,5,4
Toyota,RAV4,2006,1.0,Diesel,Automatic,107474,4,5
Hyundai,Elantra,2015,3.5,Diesel,Semi-Automatic,29588,4,5
Hyundai,Elantra,2006,3.5,Hybrid,Manual,280007,5,4
Toyota,Corolla,2007,4.3,Diesel,Automatic,147539,4,1
Honda,CR-V,2013,2.2,Hybrid,Automatic,127124,3,2
Volkswagen,Tiguan,2022,3.4,Petrol,Automatic,184951,4,2
Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,264010,5,1
Chevrolet,Impala,2008,2.8,Hybrid,Semi-Automatic,63673,3,3
Mercedes,C-Class,2004,4.0,Diesel,Manual,191859,3,5
Toyota,RAV4,2017,3.9,Electric,Automatic,157242,3,3
Hyundai,Sonata,2002,2.1,Hybrid,Semi-Automatic,291445,3,1
Chevrolet,Equinox,2016,2.0,Hybrid,Manual,86011,4,5
Audi,A4,2018,2.9,Diesel,Manual,8842,5,2
Toyota,Camry,2023,2.7,Electric,Semi-Automatic,133691,3,3
Toyota,RAV4,2013,1.5,Petrol,Semi-Automatic,87831,4,2
Kia,Optima,2015,1.4,Petrol,Manual,167521,5,3
Hyundai,Tucson,2003,4.0,Electric,Semi-Automatic,264192,4,3
Kia,Sportage,2001,2.3,Hybrid,Automatic,117992,2,5
Honda,Accord,2006,3.4,Hybrid,Manual,61327,4,3
Chevrolet,Equinox,2017,2.5,Electric,Semi-Automatic,233090,5,2
Mercedes,E-Class,2023,4.4,Petrol,Semi-Automatic,53236,2,3
Audi,A4,2004,2.6,Petrol,Semi-Automatic,138479,2,3
Audi,Q5,2001,4.2,Electric,Manual,88810,3,3
Honda,Accord,2000,3.6,Electric,Semi-Automatic,45737,5,1
Toyota,Camry,2020,3.7,Hybrid,Manual,244645,4,4
Volkswagen,Tiguan,2005,1.9,Electric,Manual,51361,4,3
Volkswagen,Golf,2002,4.9,Petrol,Semi-Automatic,51900,3,2
Toyota,RAV4,2021,4.6,Diesel,Manual,168805,3,3
Mercedes,GLA,2020,2.1,Diesel,Semi-Automatic,222732,4,1
Hyundai,Tucson,2015,2.5,Diesel,Semi-Automatic,292957,2,5
Toyota,Corolla,2015,1.3,Petrol,Manual,155334,2,1
Kia,Sportage,2022,3.7,Diesel,Automatic,176616,2,3
Kia,Optima,2002,4.7,Hybrid,Manual,57129,3,1
Toyota,Camry,2014,2.5,Hybrid,Semi-Automatic,194179,3,3
Kia,Rio,2012,3.0,Hybrid,Manual,89882,5,5
Honda,Accord,2003,4.4,Hybrid,Automatic,283836,5,2
BMW,3 Series,2012,1.3,Electric,Manual,289461,4,4
Hyundai,Elantra,2007,4.7,Electric,Manual,186809,5,1
Ford,Explorer,2020,4.8,Electric,Automatic,19112,4,5
Audi,A4,2005,4.1,Petrol,Automatic,71579,4,2
Chevrolet,Impala,2003,1.6,Hybrid,Manual,121133,2,1
Ford,Explorer,2010,3.2,Petrol,Semi-Automatic,152776,5,2
BMW,5 Series,2021,2.4,Petrol,Manual,36857,3,1
Chevrolet,Impala,2008,2.2,Hybrid,Semi-Automatic,126531,3,3
BMW,5 Series,2003,1.9,Petrol,Automatic,272463,4,4
Volkswagen,Passat,2010,2.3,Electric,Semi-Automatic,260528,3,5
Toyota,Corolla,2018,4.1,Electric,Automatic,164802,5,1
Mercedes,C-Class,2010,1.9,Petrol,Semi-Automatic,159546,2,4
Volkswagen,Passat,2002,1.8,Petrol,Manual,194835,3,3
Hyundai,Sonata,2014,1.2,Petrol,Manual,63068,5,4
Honda,CR-V,2021,4.4,Diesel,Manual,60321,2,2
Volkswagen,Tiguan,2002,3.4,Diesel,Automatic,152117,3,2
Ford,Fiesta,2006,3.7,Diesel,Automatic,56639,5,1
Honda,Accord,2000,2.8,Petrol,Automatic,124129,4,3
Toyota,Corolla,2010,3.0,Hybrid,Manual,268069,4,2
Honda,CR-V,2010,2.8,Hybrid,Manual,107579,4,1
Honda,Civic,2022,4.6,Electric,Manual,298286,5,3
Ford,Fiesta,2005,1.9,Diesel,Automatic,6863,4,4
BMW,3 Series,2005,1.4,Petrol,Semi-Automatic,120261,5,1
Volkswagen,Tiguan,2017,3.3,Electric,Automatic,111531,4,4
Ford,Explorer,2006,4.9,Hybrid,Semi-Automatic,10255,2,3
Kia,Sportage,2000,3.4,Hybrid,Manual,131933,4,1
Volkswagen,Golf,2014,2.4,Diesel,Semi-Automatic,123882,3,5
Audi,Q5,2011,4.9,Electric,Semi-Automatic,205843,4,4
Toyota,RAV4,2003,4.2,Petrol,Manual,234654,3,5
Volkswagen,Passat,2022,2.5,Hybrid,Automatic,15999,3,4
Volkswagen,Tiguan,2000,3.5,Hybrid,Manual,68081,5,1
Chevrolet,Malibu,2009,4.5,Diesel,Automatic,114528,3,3
Audi,Q5,2014,2.9,Diesel,Automatic,287949,3,3
Volkswagen,Golf,2017,3.1,Electric,Semi-Automatic,37073,5,1
Toyota,Corolla,2014,1.0,Petrol,Automatic,223635,3,5
Ford,Focus,2010,1.5,Hybrid,Semi-Automatic,86892,2,5
Volkswagen,Tiguan,2012,4.4,Petrol,Manual,156174,3,1
Volkswagen,Passat,2015,4.2,Petrol,Automatic,263711,3,2
Volkswagen,Passat,2002,2.0,Electric,Automatic,49131,4,2
Toyota,Camry,2002,4.7,Petrol,Manual,105943,3,5
Mercedes,GLA,2001,1.9,Diesel,Automatic,83696,5,4
Audi,A3,2003,1.7,Diesel,Automatic,255899,3,1
Hyundai,Sonata,2021,2.7,Hybrid,Manual,208809,4,2
Kia,Sportage,2020,5.0,Electric,Semi-Automatic,224655,3,2
Kia,Sportage,2011,1.6,Hybrid,Semi-Automatic,78021,2,1
Volkswagen,Golf,2021,2.6,Petrol,Automatic,44993,3,4
Kia,Optima,2005,4.9,Diesel,Manual,256501,3,4
Honda,Civic,2003,2.4,Hybrid,Automatic,282222,2,5
Honda,Civic,2002,1.0,Diesel,Semi-Automatic,95791,2,4
Kia,Rio,2009,2.8,Diesel,Automatic,99318,4,4
Honda,CR-V,2011,4.8,Petrol,Automatic,120113,3,3
Volkswagen,Golf,2011,1.8,Hybrid,Manual,274097,5,4
Hyundai,Elantra,2006,1.2,Diesel,Manual,227665,4,2
Hyundai,Tucson,2018,2.5,Hybrid,Semi-Automatic,60434,5,4
Chevrolet,Equinox,2023,4.0,Hybrid,Automatic,88992,3,4
Hyundai,Sonata,2000,1.8,Petrol,Semi-Automatic,145628,5,2
Mercedes,GLA,2010,2.1,Electric,Manual,276357,3,4
Volkswagen,Passat,2023,3.0,Hybrid,Manual,290306,4,4
Audi,A3,2019,4.2,Petrol,Automatic,173506,5,3
Toyota,Camry,2023,2.7,Diesel,Semi-Automatic,283868,4,2
Honda,CR-V,2012,3.1,Diesel,Automatic,72724,2,4
Toyota,Corolla,2020,2.8,Hybrid,Semi-Automatic,200179,2,3
Audi,Q5,2004,3.9,Petrol,Semi-Automatic,244557,5,4
Toyota,Corolla,2003,3.7,Hybrid,Manual,233396,4,3
Mercedes,C-Class,2013,3.2,Petrol,Semi-Automatic,94054,4,4
Toyota,Camry,2007,4.9,Hybrid,Manual,23217,2,4
Honda,CR-V,2021,3.8,Hybrid,Semi-Automatic,152715,4,5
Kia,Sportage,2006,3.2,Diesel,Semi-Automatic,253704,3,5
Audi,A4,2010,3.0,Electric,Semi-Automatic,248199,3,2
BMW,X5,2016,2.6,Petrol,Manual,203082,3,3
Honda,CR-V,2002,3.5,Hybrid,Manual,156493,4,4
Ford,Focus,2000,4.1,Diesel,Automatic,76181,5,2
Chevrolet,Malibu,2019,1.4,Diesel,Semi-Automatic,184971,4,3
Kia,Rio,2015,1.4,Electric,Semi-Automatic,129108,2,5
Mercedes,C-Class,2003,4.5,Diesel,Semi-Automatic,278679,2,5
Volkswagen,Tiguan,2014,1.9,Petrol,Manual,52859,2,2
Kia,Rio,2007,2.5,Petrol,Manual,35984,5,5
BMW,3 Series,2010,3.0,Diesel,Manual,105615,4,2
Chevrolet,Equinox,2021,2.8,Hybrid,Semi-Automatic,252473,5,5
Ford,Focus,2015,5.0,Hybrid,Automatic,17834,3,4
Chevrolet,Malibu,2019,3.0,Petrol,Manual,252522,3,4
Toyota,Corolla,2021,4.7,Electric,Automatic,14924,5,3
Ford,Fiesta,2013,4.0,Hybrid,Manual,205021,4,5
Hyundai,Elantra,2010,1.9,Diesel,Automatic,259644,3,2
Honda,Civic,2006,4.3,Hybrid,Semi-Automatic,28584,4,5
Audi,Q5,2005,2.2,Petrol,Automatic,48268,4,1
Ford,Explorer,2003,4.9,Diesel,Automatic,299066,4,3
BMW,X5,2002,3.2,Petrol,Semi-Automatic,191991,2,5
BMW,3 Series,2017,1.7,Electric,Manual,166412,3,1
Hyundai,Elantra,2022,2.8,Diesel,Automatic,250524,5,5
BMW,5 Series,2011,2.9,Diesel,Semi-Automatic,267798,5,4
Hyundai,Sonata,2016,2.8,Petrol,Semi-Automatic,285357,2,5
Honda,Accord,2019,1.1,Hybrid,Semi-Automatic,142212,4,4
Mercedes,E-Class,2023,1.9,Petrol,Manual,145075,5,4
Ford,Explorer,2009,4.7,Petrol,Manual,175410,4,1
Volkswagen,Golf,2003,3.7,Petrol,Automatic,97602,5,4
Honda,CR-V,2006,2.4,Electric,Manual,175936,2,5
Mercedes,E-Class,2017,1.8,Hybrid,Automatic,19088,2,3
Toyota,Corolla,2017,4.7,Electric,Automatic,112996,5,3
Toyota,RAV4,2001,3.4,Hybrid,Manual,38559,5,2
Toyota,Corolla,2018,2.5,Petrol,Manual,192443,2,5
Volkswagen,Tiguan,2009,1.9,Electric,Manual,206148,5,2
Toyota,RAV4,2006,2.7,Petrol,Manual,16240,4,1
Ford,Fiesta,2022,3.6,Petrol,Manual,285033,4,3
Audi,Q5,2007,2.7,Electric,Automatic,42484,4,3
BMW,X5,2007,4.0,Hybrid,Automatic,197012,4,1
Honda,Civic,2005,1.7,Diesel,Automatic,216571,4,5
Hyundai,Elantra,2013,4.1,Electric,Semi-Automatic,229219,3,1
Toyota,RAV4,2001,4.5,Diesel,Semi-Automatic,210371,5,1
Volkswagen,Passat,2004,3.5,Diesel,Manual,31999,3,5
Hyundai,Sonata,2007,4.9,Petrol,Semi-Automatic,96380,3,5
Mercedes,GLA,2023,2.6,Petrol,Manual,132426,2,2
Volkswagen,Golf,2003,1.3,Hybrid,Semi-Automatic,57090,5,2
BMW,5 Series,2007,2.1,Hybrid,Automatic,169134,4,5
Audi,Q5,2016,2.3,Electric,Manual,231726,2,3
Kia,Optima,2017,4.6,Electric,Automatic,166993,4,4
Toyota,RAV4,2017,2.5,Petrol,Automatic,239057,3,1
BMW,5 Series,2004,4.1,Petrol,Manual,161857,4,5
Audi,A4,2016,3.7,Petrol,Semi-Automatic,35971,3,4
Volkswagen,Tiguan,2019,3.1,Petrol,Semi-Automatic,187947,4,3
Volkswagen,Passat,2004,3.6,Electric,Automatic,40858,2,2
Ford,Focus,2001,4.2,Electric,Manual,120246,3,4
Chevrolet,Malibu,2008,1.6,Hybrid,Automatic,296614,2,1
Mercedes,GLA,2008,4.6,Diesel,Automatic,132257,3,3
Volkswagen,Tiguan,2008,3.0,Diesel,Manual,283149,4,2
Ford,Explorer,2015,3.5,Petrol,Automatic,122697,4,4
BMW,5 Series,2023,3.6,Hybrid,Manual,8520,4,3
Honda,Civic,2008,2.5,Diesel,Automatic,48695,2,1
Ford,Explorer,2006,2.0,Diesel,Semi-Automatic,107228,4,2
Honda,Civic,2011,3.9,Electric,Manual,157393,2,3
Honda,Accord,2000,3.2,Petrol,Semi-Automatic,39017,4,2
Kia,Rio,2006,3.3,Electric,Automatic,155565,2,5
Mercedes,E-Class,2003,4.7,Petrol,Automatic,122256,4,5
Toyota,Corolla,2009,3.4,Diesel,Semi-Automatic,224427,3,4
Chevrolet,Impala,2015,2.7,Petrol,Semi-Automatic,93537,2,2
Audi,Q5,2011,4.7,Petrol,Semi-Automatic,218985,5,3
Mercedes,GLA,2016,2.4,Electric,Semi-Automatic,165104,4,2
BMW,5 Series,2007,2.3,Diesel,Automatic,46417,2,1
Ford,Fiesta,2021,3.5,Electric,Manual,240581,2,5
Honda,Accord,2019,2.2,Diesel,Manual,127801,5,5
Kia,Sportage,2020,1.7,Electric,Automatic,126451,4,1
Kia,Rio,2005,4.2,Electric,Automatic,276584,5,5
Audi,A4,2010,3.3,Hybrid,Semi-Automatic,148304,4,1
Mercedes,E-Class,2010,1.2,Hybrid,Semi-Automatic,123384,3,5
Ford,Fiesta,2014,2.5,Diesel,Manual,1540,2,5
Audi,A3,2020,1.7,Hybrid,Semi-Automatic,54068,4,1
Honda,Civic,2000,1.2,Diesel,Semi-Automatic,290305,3,1
Audi,A4,2011,1.1,Hybrid,Automatic,140668,5,1
Honda,Accord,2001,1.5,Petrol,Semi-Automatic,231314,5,1
Chevrolet,Malibu,2001,2.5,Petrol,Automatic,193247,5,1
Volkswagen,Golf,2022,1.1,Diesel,Automatic,100212,2,5
Ford,Focus,2015,3.6,Diesel,Manual,61778,3,2
Volkswagen,Golf,2009,4.5,Hybrid,Manual,42795,4,3
